Date,Timestamp,Account No,Balance,Amount,Third Party Account No,Third Party Name,balance_change
2023-12-02,2024-04-30 08:56:00,128030172.0,-623.3421274498501,-120.04,,Sainsbury,-120.03915000000006
2023-12-06,2024-04-30 18:21:00,436430134.0,-624.2439013371817,-24.89,,JustEat,-24.889999999999986
2023-12-04,2024-04-30 09:40:00,783650950.0,-642.3786434110118,-92.99,,Tesco,-92.98800000000006
2023-12-05,2024-04-30 09:05:00,993238248.0,-644.6874873928839,-133.06,,Tesco,-133.05599999999987
2023-11-30,2024-04-30 23:59:00,721393911.0,-646.7565425357167,-15.99,,Netflix,-15.990000000000009
2023-12-05,2024-04-30 08:39:00,462962606.0,-652.3209500000014,-120.56,,Tesco,-287.5110000000001
2023-12-05,2024-04-30 13:23:00,524425303.0,-653.7488000000012,-55.79,,Tesco,-55.793499999999995
2023-11-30,2024-04-30 17:27:00,198630866.0,-679.8267735612685,-124.01,,Tesco,-124.00919999999996
2023-12-01,2024-04-30 00:00:00,208381936.0,-682.6755782217451,-544.0,,Halifax,57.960000000000036
2023-12-06,2024-04-30 04:24:00,985188462.0,-691.2536112887752,-21.27,,JustEat,-21.269999999999982
2023-12-06,2024-04-30 13:33:00,726913482.0,-692.9985485264766,-55.36,,Tesco,-55.36125000000004
2023-12-03,2024-04-30 11:33:00,948069469.0,-698.3261000000011,-58.6,,Tesco,-143.52980000000002
2023-12-04,2024-04-30 18:02:00,380228542.0,-706.6992581844343,-168.68,,Tesco,-168.67724999999996
2023-12-04,2024-04-30 19:25:00,713910252.0,-712.5793742714591,-72.28,,Tesco,-72.27885000000003
2023-12-01,2024-04-30 16:50:00,170233640.0,-716.9016100501027,-72.36,,Tesco,-72.35865000000001
2023-12-02,2024-04-30 08:48:00,625658193.0,-724.9016402437832,-108.7,,Tesco,-108.69600000000003
2023-12-06,2024-04-30 09:42:00,978951113.0,-726.4094925904193,-208.94,,Tesco,-208.93635000000006
2023-11-30,2024-04-30 23:59:00,429235692.0,-728.8370000000002,-15.99,,Netflix,-15.990000000000009
2023-12-06,2024-04-30 08:21:00,478986718.0,-753.8578000000016,-38.0,,Tesco,-164.97810000000004
2023-12-04,2024-04-30 09:17:00,980500334.0,-756.6219338929037,-15.15,,Tesco,-15.149999999999977
2023-12-05,2024-04-30 20:31:00,625281433.0,-778.3299073707569,-135.56,,Tesco,-135.56025
2023-12-06,2024-04-30 18:06:00,198051483.0,-787.1019104088573,-26.5,,Deliveroo,-83.46000000000004
2023-12-06,2024-04-30 17:09:00,736310094.0,-808.1789240274259,-84.3,,Tesco,-84.29539999999997
2023-12-04,2024-04-30 10:26:00,518746136.0,-809.6572282369169,-52.99,,Tesco,-52.995000000000005
2023-12-05,2024-04-30 08:38:00,202320275.0,-844.3985500000006,-143.36,,Sainsbury Local,-143.36069999999995
2023-12-04,2024-04-30 08:36:00,204855464.0,-882.5477886396163,-155.79,,Sainsbury,-342.73955
2023-11-30,2024-04-30 23:59:00,780859359.0,-884.7400000000002,-18.99,,PureGym,-18.99000000000001
2023-12-05,2024-04-30 10:11:00,155317149.0,-891.9885000000011,-125.39,,Tesco,-125.38575000000003
2023-12-06,2024-04-30 17:03:00,296972867.0,-909.9189000000008,-96.5,,Tesco,-96.50479999999993
2023-12-01,2024-04-30 08:17:00,532525712.0,-937.0193000000004,-14.17,,Tesco,-14.167500000000018
2023-11-30,2024-04-30 23:59:00,252964502.0,-938.5450224913006,-15.99,,Netflix,-15.990000000000009
2023-12-03,2024-04-30 14:30:00,641764023.0,-952.8163037720044,-48.56,,Tesco,-56.55250000000001
2023-11-30,2024-04-30 23:59:00,383345285.0,-957.5579235880762,-18.99,,PureGym,-18.99000000000001
2023-11-30,2024-04-30 23:59:00,219399150.0,-960.0325269529268,-7.99,,Disney,-7.990000000000009
2023-12-06,2024-04-30 13:03:00,310620484.0,-983.3378049078016,-22.93,,JustEat,-22.92999999999995
2023-11-30,2024-04-30 23:59:00,263882093.0,-995.7638000000006,440.0,757694047.0,,440.0
2023-11-30,2024-04-30 23:59:00,918160369.0,-998.2536500000004,-7.99,,Amazon,-7.990000000000009
2023-12-02,2024-04-30 10:41:00,595800644.0,-1012.1570000000004,-147.91,,Tesco,-147.90930000000003
2023-12-01,2024-04-30 00:00:00,688328251.0,-1030.6863753548273,-935.0,,LBG,146.9699999999998
2023-12-01,2024-04-30 00:00:00,713057426.0,-1053.7992500000005,-647.0,,LBG,148.97000000000003
2023-12-04,2024-04-30 08:45:00,570575024.0,-1071.0757000000008,-157.19,,Tesco,-200.15605000000005
2023-12-06,2024-04-30 19:12:00,534908754.0,-1095.8583000000003,-23.52,,Tesco,-58.50105000000008
2023-11-30,2024-04-30 23:59:00,632065391.0,-1098.3086499999995,-18.99,,PureGym,-18.98999999999978
2023-11-30,2024-04-30 23:59:00,143383029.0,-1103.3559193476613,-15.99,,Netflix,-15.990000000000009
2023-12-01,2024-04-30 00:00:00,215832575.0,-1106.7694637442198,-877.0,,LBG,152.96000000000026
2023-12-05,2024-04-30 09:00:00,494156986.0,-1120.2016543276654,-23.0,,Tesco,-22.995699999999943
2023-12-01,2024-04-30 00:00:00,769319491.0,-1125.3330000000008,-864.0,,Halifax,155.95000000000005
2023-12-06,2024-04-30 08:47:00,820686957.0,-1132.487566311196,-105.08,,Tesco,-1480.0466499999998
2023-11-30,2024-04-30 23:59:00,671824917.0,-1162.8832000000004,-100.0,,Grand Union BJJ,-126.98000000000002
2023-12-05,2024-04-30 12:59:00,446720287.0,-1182.0875591815943,-54.12,,Tesco,-54.119999999999436
2023-12-06,2024-04-30 08:30:00,189335192.0,-1220.6507017578606,-20.09,,Tesco,-20.089649999999892
2023-12-01,2024-04-30 00:00:00,681955876.0,-1225.4881000000005,-1004.0,,LBG,7.990000000000009
2023-12-02,2024-04-30 09:28:00,555804115.0,-1228.911047558703,-24.23,,Tesco,-56.21499999999969
2023-12-02,2024-04-30 10:25:00,520239952.0,-1231.871176654763,-109.98,,Tesco,-109.98434999999995
2023-11-30,2024-04-30 23:59:00,445240363.0,-1242.8435059632736,-15.99,,Netflix,-15.990000000000009
2023-12-04,2024-04-30 08:59:00,262767079.0,-1254.3215000000007,-74.03,,Tesco,-74.02500000000009
2023-12-01,2024-04-30 00:00:00,499410772.0,-1263.789362905162,1712.0,,Westport Care Home,1729.9699999999991
2023-12-01,2024-04-30 00:00:00,754141345.0,-1291.76283511576,1943.0,,Westport Care Home,2131.949999999999
2023-12-04,2024-04-30 19:14:00,213096759.0,-1299.4191082144391,-87.45,,Tesco,-87.44999999999982
2023-12-04,2024-04-30 17:11:00,639420537.0,-1312.2139499999998,-30.03,,Tesco,-70.99000000000001
2023-12-04,2024-04-30 20:17:00,979892433.0,-1345.565000000001,-75.13,,Tesco,-133.08999999999992
2023-12-05,2024-04-30 09:15:00,119943495.0,-1347.917562112858,-17.84,,Tesco,-17.83499999999981
2023-12-05,2024-04-30 17:05:00,662610817.0,-1359.001831324928,-80.0,,University College Hospital,-80.0
2023-12-03,2024-04-30 14:39:00,874506295.0,-1359.5917562455722,-30.87,,Tesco,-30.86999999999989
2023-11-30,2024-04-30 23:59:00,782058249.0,-1362.5013733101616,-5.99,,Mojang Studios,-5.990000000000009
2023-12-01,2024-04-30 00:00:00,340295966.0,-1380.8019500000005,-850.0,,LBG,134.98000000000002
2023-12-01,2024-04-30 00:00:00,750094757.0,-1415.4893000000006,-1226.0,,Halifax,134.98000000000025
2023-12-04,2024-04-30 03:19:00,880546403.0,-1435.2295000000022,-35.73,,Deliveroo,-190.69000000000028
2023-12-01,2024-04-30 00:00:00,709632525.0,-1438.6373500000009,-1043.0,,LBG,61.94999999999982
2023-11-30,2024-04-30 23:59:00,494156462.0,-1439.1389364817603,-15.99,,Netflix,-15.990000000000009
2023-12-01,2024-04-30 00:00:00,835829467.0,-1479.994749999998,-491.0,,Halifax,155.96000000000004
2023-12-03,2024-04-30 02:37:00,406772240.0,-1488.2022000000006,-34.43,,JustEat,-34.430000000000064
2023-12-01,2024-04-30 00:00:00,331684336.0,-1507.9138699513217,-990.0,,Halifax,-1770.0
2023-12-06,2024-04-30 16:17:00,744968736.0,-1514.146826569424,-8.88,,Tesco,-8.875
2023-12-04,2024-04-30 15:44:00,158414827.0,-1527.540000000002,-19.18,,Sainsbury Local,-19.174999999999955
2023-12-03,2024-04-30 04:48:00,642015139.0,-1528.3536625343618,-35.64,,Deliveroo,-35.6400000000001
2023-12-04,2024-04-30 12:40:00,644751433.0,-1538.7781584655386,-19.92,,Tesco,-19.920000000000073
2023-12-03,2024-04-30 10:30:00,213930646.0,-1550.4445634725632,-17.91,,Tesco,-17.910000000000082
2023-12-02,2024-04-30 08:46:00,518378868.0,-1568.4449000000004,-35.52,,Tesco,-35.51999999999998
2023-11-30,2024-04-30 23:59:00,918772878.0,-1618.4720172453203,-100.0,,Grand Union BJJ,-100.0
2023-11-30,2024-04-30 23:59:00,337184232.0,-1650.7190000000005,-7.99,,Disney,-7.990000000000009
2023-11-30,2024-04-30 23:59:00,786927378.0,-1683.2302796373165,-7.99,,Disney,-7.990000000000009
2023-12-06,2024-04-30 18:31:00,701070224.0,-1713.4191,-280.26,,Tesco,-280.25760000000014
2023-12-01,2024-04-30 00:00:00,592961759.0,-1741.3848000000005,-1194.0,,Halifax,23.97999999999979
2023-12-05,2024-04-30 19:28:00,812839908.0,-1764.7498500000002,-17.68,,Sainsbury Local,-73.64499999999998
2023-12-01,2024-04-30 00:00:00,971129830.0,-1790.0506499999992,-569.0,,Halifax,69.94000000000028
2023-12-05,2024-04-30 08:26:00,554771381.0,-1791.3961500000005,-8.83,,Tesco,-8.835000000000264
2023-12-01,2024-04-30 16:55:00,627723633.0,-1802.208828003762,-36.1,,Tesco,-36.097499999999854
2023-11-30,2024-04-30 23:59:00,147341222.0,-1823.4978753207956,-15.99,,Netflix,-15.990000000000009
2023-12-01,2024-04-30 00:00:00,492058070.0,-1831.7640312595292,-1356.0,,Halifax,63.97000000000003
2023-12-05,2024-04-30 20:39:00,455831435.0,-1867.1571048014948,-48.07,,Tesco,-191.04500000000007
2023-12-03,2024-04-30 13:03:00,122884111.0,-1958.9585830729688,-29.15,,Tesco,-172.12249999999995
2023-12-03,2024-04-30 12:43:00,604870380.0,-1979.5890529005533,-39.32,,Tesco,-39.32249999999999
2023-12-04,2024-04-30 08:24:00,712474734.0,-1984.391831236004,-6.74,,Tesco,-6.742500000000064
2023-12-06,2024-04-30 18:56:00,224215364.0,-1984.925092088279,-12.38,,Tesco,-12.375
2023-11-30,2024-04-30 23:59:00,546760202.0,-2024.743027675968,-18.99,,PureGym,-18.99000000000001
2023-12-04,2024-04-30 19:53:00,596463612.0,-2065.547604725138,-43.24,,Tesco,-43.23750000000018
2023-11-30,2024-04-30 23:59:00,418717120.0,-2110.5506465372296,-100.0,,Grand Union BJJ,-100.0
2023-11-30,2024-04-30 23:59:00,512989907.0,-2119.501903975365,-5.99,,Mojang Studios,-5.989999999999782
2023-12-02,2024-04-30 14:09:00,620227043.0,-2132.017771013424,-59.51,,Tesco,-59.50500000000011
2023-12-03,2024-04-30 18:48:00,899692478.0,-2138.470843524008,-16.78,,JustEat,-16.780000000000655
2023-12-02,2024-04-30 08:38:00,766692943.0,-2139.04425,-39.79,,Tesco,-39.78749999999991
2023-11-30,2024-04-30 23:59:00,872874909.0,-2139.741897899587,-7.99,,Disney,-7.989999999999782
2023-12-05,2024-04-30 09:43:00,395654270.0,-2231.3037028121994,-22.35,,Tesco,-22.34999999999991
2023-12-01,2024-04-30 00:00:00,256045540.0,-2233.7138999999997,1620.1,,Starbucks,1722.9899999999993
2023-12-04,2024-04-30 19:51:00,119993184.0,-2234.6744029108613,-15.44,,Tesco,-57.412499999999454
2023-11-30,2024-04-30 23:59:00,569687509.0,-2339.4329,-7.0,,Xbox,-7.0
2023-12-03,2024-04-30 11:06:00,310171581.0,-2367.696204340919,-42.57,,Tesco,-42.570000000000164
2023-12-04,2024-04-30 09:29:00,612304466.0,-2382.5982499999977,-13.34,,Sainsbury,-13.335000000000036
2023-12-05,2024-04-30 19:06:00,631744379.0,-2384.2712594910654,-38.49,,Tesco,-38.48999999999978
2023-12-06,2024-04-30 16:32:00,817294757.0,-2419.8383,-34.78,,Tesco,-53.76749999999993
2023-11-30,2024-04-30 23:59:00,299652176.0,-2422.955616743121,650.0,898104045.0,,650.0
2023-12-06,2024-04-30 08:31:00,224524792.0,-2426.833182430848,-36.82,,Tesco,-36.81750000000011
2023-12-06,2024-04-30 13:02:00,189757473.0,-2432.963649999999,-23.07,,Tesco,-23.070000000000164
2023-12-01,2024-04-30 00:00:00,596328017.0,-2436.6478499999976,-1090.0,,LBG,132.96999999999935
2023-11-30,2024-04-30 23:59:00,964913066.0,-2453.8946999999976,-7.99,,Amazon,-7.989999999999782
2023-12-04,2024-04-30 08:28:00,252419513.0,-2463.1311858134145,-13.86,,Tesco,-13.860000000000127
2023-11-30,2024-04-30 23:59:00,848118081.0,-2487.9127980020958,-15.99,,Netflix,-15.990000000000236
2023-11-30,2024-04-30 18:48:00,916225911.0,-2489.10925,-56.34,,Tesco,-56.340000000000146
2023-11-30,2024-04-30 23:59:00,682194230.0,-2489.5008499999985,-18.99,,PureGym,-18.98999999999978
2023-12-06,2024-04-30 08:33:00,699313649.0,-2489.9458991419046,-50.28,,Sainsbury Local,-50.2800000000002
2023-12-01,2024-04-30 00:00:00,162370388.0,-2494.8503999999984,-1286.0,,LBG,42.969999999999345
2023-11-30,2024-04-30 17:53:00,335698481.0,-2514.710496694939,-31.83,,Tesco,-31.829999999999927
2023-12-02,2024-04-30 08:48:00,374994043.0,-2544.7505499999997,-46.82,,Tesco,-46.82250000000067
2023-12-02,2024-04-30 08:47:00,173317688.0,-2568.201234884283,-17.45,,Tesco,-17.452499999999418
2023-12-05,2024-04-30 12:56:00,753525749.0,-2570.268399999999,-56.95,,Sainsbury,-56.94750000000022
2023-11-30,2024-04-30 23:59:00,660789920.0,-2574.913347382372,-18.99,,PureGym,-18.98999999999978
2023-11-30,2024-04-30 23:59:00,989506909.0,-2598.254870759437,-15.99,,Netflix,-15.989999999999782
2023-12-01,2024-04-30 00:00:00,474301748.0,-2605.339005683968,-553.0,,Halifax,55.95999999999867
2023-12-02,2024-04-30 09:28:00,786879739.0,-2608.030794120556,-51.51,,Tesco,-51.51000000000022
2023-11-30,,826597014.0,-2612.9669406029275,-100.0,,Grand Union BJJ,-100.0
2023-12-06,2024-04-30 19:39:00,868033067.0,-2615.65328645108,-24.56,,,-24.5625
2023-11-30,2024-04-30 17:41:00,294474095.0,-2621.768786499238,-45.34,,Sainsbury Local,-45.33750000000009
2023-12-06,2024-04-30 09:10:00,403765849.0,-2688.047999999996,-56.63,,Tesco,-56.632500000000164
2023-12-05,2024-04-30 19:55:00,720221651.0,-2696.468866598434,-27.2,,Tesco,-27.195000000000164
2023-11-30,2024-04-30 23:59:00,474951915.0,-2723.846095234011,-18.99,,PureGym,-18.989999999999327
2023-11-30,2024-04-30 23:59:00,907987693.0,-2724.7069999999976,-18.99,,PureGym,-18.98999999999978
2023-11-30,2024-04-30 23:59:00,407323346.0,-2727.495432555312,-5.99,,Mojang Studios,-5.9900000000002365
2023-12-04,2024-04-30 08:59:00,493571342.0,-2750.8233809070466,-18.42,,Tesco,-18.420000000000073
2023-11-30,2024-04-30 23:59:00,749371623.0,-2758.084153517342,-7.99,,Disney,-7.989999999999782
2023-11-30,2024-04-30 23:59:00,932820758.0,-2781.7465667755537,-14.99,,Blizzard,-14.989999999999782
2023-11-30,2024-04-30 18:33:00,493855007.0,-2831.176631574392,-26.59,,Deliveroo,-26.5900000000006
2023-12-04,2024-04-30 13:51:00,194023154.0,-2860.832171784732,-24.49,,Tesco,-24.49499999999989
2023-11-30,2024-04-30 23:59:00,145553416.0,-2867.913149999998,-7.0,,Xbox,-7.0
2023-11-30,2024-04-30 23:59:00,387957305.0,-2880.9236059800783,-15.99,,Netflix,-15.989999999999782
2023-12-05,2024-04-30 08:27:00,494404688.0,-2898.203265336208,-25.32,,Tesco,-25.32000000000062
2023-12-03,2024-04-30 13:23:00,291128777.0,-2926.411440526368,-27.18,,Tesco,-27.18000000000029
2023-11-30,2024-04-30 23:59:00,737645298.0,-2932.249199999997,-15.99,,Netflix,-15.989999999999327
2023-12-01,2024-04-30 00:00:00,915666111.0,-2936.549574772037,1620.1,,Costa Coffee,650.0
2023-12-04,2024-04-30 08:44:00,734161378.0,-2943.625169434211,-38.87,,Tesco,-84.83249999999907
2023-11-30,2024-04-30 23:59:00,124377686.0,-2950.807399999997,-18.99,,PureGym,-18.98999999999978
2023-12-03,2024-04-30 13:35:00,496674181.0,-2951.013172330722,-164.51,,Coop Local,-199.48769999999968
2023-12-05,2024-04-30 19:22:00,493640090.0,-2982.8234499999976,-42.34,,Tesco,-42.3449999999998
2023-11-30,2024-04-30 23:59:00,191992682.0,-3002.111460292063,-15.99,,Netflix,-15.989999999999782
2023-12-05,2024-04-30 08:53:00,978410962.0,-3021.230839548971,-46.96,,Tesco,-46.965000000000146
2023-12-02,2024-04-30 18:58:00,655450953.0,-3072.9548784555286,-66.26,,Tesco,-66.26249999999982
2023-12-03,2024-04-30 12:38:00,344522228.0,-3073.736988208392,-17.06,,Tesco,-17.0625
2023-11-30,2024-04-30 23:59:00,337771621.0,-3090.747649999998,-5.99,,Mojang Studios,-5.989999999999782
2023-12-01,2024-04-30 00:00:00,962295212.0,-3107.480149999996,-761.0,,Halifax,23.980000000000018
2023-11-30,2024-04-30 23:59:00,850290152.0,-3114.415999999996,-18.99,,PureGym,-18.98999999999978
2023-11-30,2024-04-30 23:59:00,890196840.0,-3142.0213166751296,-18.99,,PureGym,-18.98999999999978
2023-11-30,2024-04-30 19:15:00,779816907.0,-3155.14608292291,-59.24,,Tesco,-59.242499999999836
2023-11-30,2024-04-30 23:59:00,635679314.0,-3158.1033291195176,-7.99,,Amazon,-7.989999999999782
2023-12-03,2024-04-30 10:53:00,104832000.0,-3185.524858905844,-36.06,,Tesco,-159.04999999999973
2023-11-30,2024-04-30 23:59:00,836655156.0,-3185.6814552191545,-18.99,,PureGym,-18.98999999999978
2023-12-05,2024-04-30 13:07:00,643610517.0,-3204.741190729656,-22.33,,Tesco,-22.327499999999873
2023-12-06,2024-04-30 19:02:00,987390838.0,-3222.333741210377,-41.59,,Tesco,-41.58750000000009
2023-12-02,2024-04-30 13:07:00,936917570.0,-3232.704999999995,-65.06,,Tesco,-65.0625
2023-12-01,2024-04-30 00:00:00,261894284.0,-3248.6037999999967,-558.0,,LBG,174.93999999999915
2023-12-03,2024-04-30 10:31:00,975200042.0,-3293.742699999996,-26.08,,Tesco,-26.077499999999873
2023-11-30,2024-04-30 08:23:00,899983008.0,-3334.941149999996,-24.67,,Tesco,-24.667500000000018
2023-12-04,2024-04-30 08:25:00,691843653.0,-3342.713399999992,-20.32,,Tesco,-20.31750000000011
2023-11-30,2024-04-30 13:01:00,684284526.0,-3394.946366745756,-35.3,,Tesco,-35.29500000000007
2023-12-03,2024-04-30 12:56:00,340680761.0,-3410.955599999996,-28.71,,Tesco,-28.710000000000036
2023-12-05,2024-04-30 19:39:00,706301742.0,-3425.763149999995,-36.17,,Tesco,-36.17250000000013
2023-12-01,2024-04-30 00:00:00,838415080.0,-3455.1764999999987,-928.0,,Halifax,118.98999999999978
2023-12-04,2024-04-30 13:53:00,775790822.0,-3493.433419216067,-44.51,,Tesco,-44.50500000000011
2023-12-05,2024-04-30 08:57:00,452974357.0,-3608.9039499999935,-13.35,,Tesco,-148.32999999999947
2023-12-05,2024-04-30 10:00:00,285115279.0,-3638.5796107892857,-51.43,,Tesco,-51.43109999999979
2023-12-02,2024-04-30 13:27:00,659008214.0,-3639.270102290422,-29.24,,Tesco,-29.242499999999836
2023-12-03,2024-04-30 11:35:00,868014990.0,-3731.416099999995,-49.36,,Tesco,-49.36499999999978
2023-12-04,2024-04-30 08:44:00,696758548.0,-3734.6303963201367,-37.37,,Tesco,-37.36499999999978
2023-12-06,2024-04-30 08:28:00,426466211.0,-3741.703249999998,-13.71,,Sainsbury Local,-13.710000000000036
2023-11-30,2024-04-30 23:59:00,339791565.0,-3746.016199999997,-15.99,,Netflix,-15.990000000000236
2023-12-04,2024-04-30 19:14:00,598586358.0,-3764.1074499999945,-46.16,,Tesco,-46.15500000000111
2023-12-01,2024-04-30 00:00:00,651372390.0,-3772.975749999999,-1222.0,,Halifax,15.990000000000236
2023-12-04,2024-04-30 19:26:00,982286721.0,-3797.200524017729,-41.71,,Tesco,-41.715000000000146
2023-12-03,2024-04-30 11:17:00,217540156.0,-3811.232319999993,-44.2,,Tesco,-44.19749999999976
2023-12-03,2024-04-30 13:14:00,801500539.0,-3816.7361999999976,-94.27,,Tesco,-94.26749999999993
2023-11-30,2024-04-30 23:59:00,317161035.0,-3864.832599999996,-15.99,,Netflix,-15.990000000000236
2023-12-02,2024-04-30 13:16:00,349107386.0,-3878.86347319456,-76.97,,Tesco,-76.97249999999985
2023-11-30,2024-04-30 23:59:00,824218857.0,-3981.668660845428,-100.0,,Grand Union BJJ,-100.0
2023-12-04,2024-04-30 09:12:00,426474982.0,-4078.71475,-47.35,,Tesco,-47.34750000000031
2023-12-06,2024-04-30 14:02:00,572333122.0,-4082.377549999995,-36.78,,Tesco,-36.7800000000002
2023-12-04,2024-04-30 02:10:00,229502829.0,-4106.445424186246,-25.44,,JustEat,-38.429999999999836
2023-11-30,2024-04-30 23:59:00,804317849.0,-4127.631633020518,-7.99,,Disney,-7.989999999999782
2023-12-04,2024-04-30 08:32:00,252701364.0,-4179.813672677914,-42.64,,Tesco,-42.64500000000044
2023-12-02,2024-04-30 12:54:00,982949451.0,-4222.936667052507,-54.7,,Tesco,-97.66749999999956
2023-12-04,2024-04-30 16:04:00,565175333.0,-4307.536022729825,-52.99,,Tesco,-94.96749999999975
2023-12-05,2024-04-30 19:32:00,191161970.0,-4325.280999999993,-66.97,,Tesco,-66.96900000000005
2023-12-04,2024-04-30 20:26:00,993039226.0,-4638.861999999994,-41.51,,Tesco,-41.51249999999982
2023-12-03,2024-04-30 11:01:00,744211756.0,-4683.550749999991,-49.4,,Tesco,-49.402500000000146
2023-12-01,2024-04-30 00:00:00,607629901.0,-4687.038319908143,-1193.0,,Halifax,149.95999999999822
2023-12-05,2024-04-30 08:54:00,180719578.0,-4765.577749999993,-27.05,,Tesco,-27.05249999999978
2023-11-30,2024-04-30 23:59:00,392790315.0,-4796.521394372064,-18.99,,PureGym,-18.98999999999978
2023-12-01,2024-04-30 00:00:00,576188756.0,-4890.531499999998,-597.0,,LBG,49.95999999999913
2023-12-06,2024-04-30 17:21:00,534097839.0,-5211.228549999995,-21.59,,Tesco,-105.53249999999844
2023-12-01,2024-04-30 00:00:00,581618317.0,-5227.721701873204,-1204.0,,LBG,156.95999999999913
2023-12-03,2024-04-30 10:26:00,969697937.0,-5300.18276567055,-14.29,,Tesco,-14.287500000000364
2023-12-01,2024-04-30 00:00:00,656781737.0,-5595.909999999994,-917.0,,LBG,42.969999999999345
2023-12-04,2024-04-30 08:32:00,843174694.0,-5790.983499999998,-29.37,,Tesco,-48.35999999999967
